no,name,rarity,attribute,story,cutin1,cutin2,cutin3
1189,[魔菓王]マーガレット,6,光,マーガレットは裏の世界の菓子職人である。銃菓器、菓刀或いは爆裂菓薬など、それらは総じて「魔菓子」と呼ばれ、その道で生きる者たちにとって、極めて重宝される代物となっている。無論その味、その性能は折り紙付きであり、次代の市場を制するのは彼女であるとまで言われている。ゆえにその秘伝のレシピを狙う者も後を絶たないが、言うまでもなくすべからくその者たちは消息を絶つ。また近頃は、弟子や兵菓の類を用い、何やら東の大陸へと、渡りをつけているようである。,私の菓子が喰えねぇってか？,四の五の言わず黙って喰え,さ、菓子が喰えるぜ覚悟しな
1190,[経理担当]オリヴィア,5,無,オリヴィアは、割りと真面目にその事につき悩んでいた。やっと悲願の六人が揃い、帝国の目を欺くため、会社を立ち上げるのは全く問題無い。しかし会社の名前や果たして如何に。やがて「スーパーージェットカンパニー」なるジェットの案を却下した事から、いつもの喧嘩が始まった。アンバーがため息をつき、ショーグンは我関せず。その横でデイジーとナッシュが笑っている。それは会社に名前がつく、およそ二月前の一風景。六人誰もが幸せな、未来を信じて疑わなかった頃。,はいはい、遊びはここまで！,さ、お仕事の時間だよ～！
1191,[執行役員]O.D,6,無,ＪＡＳＯＮ社。オリヴィアはその名に怒り、吐き気すら覚えた。パンサイルにて見つけた貼り紙を、彼女は容赦の欠片もなく、剥がし、破って地に棄てる。それが示すは今生き延びる五人の名だけ。姉の名前はそこにはなく、その「裏切り」に、或いはあの日の誓いの為に、彼女はついにＯ．Ｄとなった。そして姉のかつての恋人であった、ナッシュと共に、暗黒の街グレイザルへと彼女は堕ちる。帝国と、そして姉の命を奪ったジェットに対する、苛烈極まる復讐を、必ず果たし通す為。,こっちは準備オッケーだよ？,さ、お仕事お仕事っと～！
1192,[副社長]ジェネラル,5,無,さてそれでは、今日は私とショーグン……即ちクザカ大尉との因縁について話をしたいと思う。少々長くなるかもしれんから、手洗いなどは済ませておくように。<span style="color:#878787">そうそう手洗いといえばこの間、</span><span style="color:#969696">会社の男性用手洗いにこんなものが落ちていた。</span><span style="color:#b9b9b9">そう、ハンカチだ。だが普通のハンカチとは異なる点が一つある。</span><span style="color:#c8c8c8">そう、この立派な刺繍だ。見たところ何かの花を象ったものであるようだが、生憎と私はその方面に疎くてな。</span><span style="color:#d2d2d2">しかしなかなか</span>,フハハハハハハッ！！,ぬるいわ若造どもッ！
1193,きゃろしろ,2,火,と或る料理に滋養をもたらすために生まれたよりしろ。他のよりしろと比べて、やや好みが分かれる。,すきずき,えぃよー
1194,たましろ,2,水,と或る料理に甘みを与えるために生まれたよりしろ。他のよりしろに比べて、やや涙もろい。,なかない,しみるー
1195,じゃがしろ,2,光,と或る料理にとろみをつけるために生まれたよりしろ。他のよりしろと比べて、やや怠惰。,ごろごろ,だらだら
1196,にくしろ,2,闇,と或る料理に旨味と深みを出すために生まれたよりしろ。他のよりしろと比べて、やや熟れ気味。,じゅうし,やらけー
1197,すぱしろ,2,無,と或る料理を完成させるために生まれたよりしろ。他のよりしろと比べて、やや辛口。,かっかかっか,かれー
1198,ねっけつしろ,3,火,ひょんなことから熱く燃え上がった、猛々しいよりしろ。他のよりしろと比べて、声がでかい。,さんさん,なななー,びょーし
1199,べんきょしろ,3,水,ひょんなことから転校してきた、初々しいよりしろ。他のよりしろと比べて、まだ友達が少ない。,おはよー,かえろー,ひゃくにん
1200,けがしろ,3,光,ひょんなことから大怪我を負った、痛々しいよりしろ。他のよりしろと比べて、健康第一,いたいた,とんでけー,けんこーだいち
1201,うらめしろ,3,闇,ひょんなことから幽体離脱した、寒々しいよりしろ。他のよりしろと比べて、おばけが苦手。,
1202,せいしゅんしろ,3,無,ひょんなことからロックにハマった、荒々しいよりしろ。他のよりしろと比べて、生き方がロック。,べいべ,ろけんろー,しぇけな
1203,よりだいく,4,火,八百万のより神さまが集うと云う、より社を建てるのが生業のよりしろ。他のよりしろと比べて、非常に匠。,
1204,よりぼんや,4,水,遥か昔のよりしろたちが書き記したと云う、より本なる書を研究するのが生業のよりしろ。他のよりしろと比べて、非常に博識。,むしぼし
1205,よりふごう,4,光,その財力は全てのよりしろの頂点に立つと云う、投資、その他が生業のよりしろ。他のよりしろと比べて、非常に金持ち,
1206,よりせーぬ,4,闇,いかなる場所にも証拠を残さず誰もその素顔を知らぬと云う、正体不明が生業のよりしろ。他のよりしろと比べて、非常に神出鬼没,さらば,さんじょー,しょーたいむ
1207,よりてぃすと,4,無,数多のよりしろに感動を与えると云う、芸術的な爆発が生業のよりしろ。他のよりしろと比べて、非常にヨリティスティック,ひょーげん
1208,仮面そいやー,5,火,特に悪者などは出てきていないが、街の平和を護るため立ち上がった正義のよりしろ。他のよりしろに比べて、相当おせっかいな存在。,まかせろー
1209,2414178/しろ,5,水,あらゆる7142018141020を理解した結果、次元の70250120へと迷い込んだ0／1のよりしろ。他のより18781714に比べて、相当18148240な存在。,
1210,はごしろ,5,光,或る日天から降ってきた、神々しき羽衣を纏う美しきよりしろ。他のよりしろに比べて、相当地に足着かない存在。,
1211,よりきゅら,5,闇,十字の模様と血が苦手な、奇抜な格好をした貧血気味のよりしろ。他のよりしろに比べて、相当日の当たらない存在。,
1212,よりりあん,5,無,よく分からない言葉を話す、およそこの星の生まれとは思えないよりしろ。他のよりしろに比べて、相当謎に満ちた存在。,ロシ！ロシリヨ！,ヤーイソ？
1213,ふるよりそん,6,火,ただひたすらに元気に走り回った結果、より元気になったよりしろ。他のよりしろと比べ物にならないほど、元気。,はればれ！,ごーる！,もういっしゅー！
1214,よりんしゅたいん,6,水,完璧な賢さを得るために勉学に励んだ結果、天才となったよりしろ。他のよりしろとは比べ物にならないほど、計算高い。,神様はサイコロを振らない,努力が道を切り拓く
1215,ばくしろ,6,光,類稀なる根気強さを磨き抜いた結果、博打打ちとなったよりしろ。他のよりしろとは比べ物にならないほど、諦めが悪い。,はった,ちょーはん,ほれた
1216,よりしろ隊長,6,闇,度胸試しに世界を旅して回った結果、探検家となったよりしろ。他のよりしろとは比べ物にならないほど、命知らず。,
1217,くろしろ,6,無,誰もが持たぬ個性を突き詰めた結果、真っ黒になったよりしろ。他のよりしろと比べ物にならないほど、黒い。,まっくろ,みえねー
1218,のびしろ,6,無,のびのび育ちのびにのび、それでもまだ尚のびしろを持ったよりしろ。他のよりしろと比べるまでも無く、ながい。,のびのび,ぐんぐん
1219,YORImk-03,6,無,来たる最終決戦の為、己の身体を改造し尽くしたよりしろ。動力に反重力装置を用い、外装は数万度の熱にも耐えられる特殊装甲を採用した。他のよりしろとは比べるまでも無く、ロボ。,
1220,ただのよりしろ,6,無,良い感じに育ったただのよりしろ。他のよりしろと比べると影が薄い。,ろは,うすいやー
1221,そつのないよりしろ,6,無,割りと良い感じに育ったそつのないよりしろ。他のよりしろと比べると存在感に乏しい。,
1222,よりきんぐ,6,無,世界の何処かにあるという「よりしろの国」の、王様たるよりしろ。世界の何処かに居るというお姫様を、ずっと探している。他のよりしろとは比べる意味が無い程に威厳溢れる。,われはおう！,ひめやー
1223,よりんせす,6,無,世界の何処かにあるという「よりしろの国」の、お姫様たるよりしろ。世界の何処かに居るという王様を、ずっと探している。他のよりしろとは比べる意味が無い程に気品溢れる。,わらわひめ！,おうやー
1224,よりしろ,6,無,そしてまた、うまれる。,
1225,よりきし,6,無,全ての勝負に真正面から全力で挑む、正々堂々としたよりしろ。他のよりしろに比べ、やや押しに弱い。,のこったー
1226,はなよめしろ,6,無,愛をたくさん受けて育った、幸せいっぱいのよりしろ。他のよりしろに祝福され、新たな道を歩き出す。,ちかいます,だいすきー
1227,よりねろ,6,無,「寝るよりしろは良く育つ」を格言とし、年がら年中寝ているよりしろ。他のよりしろに比べ、夢見がち。,おやすみー
1228,ドラしろ,6,無,どこかの誰かを思わせるよりしろ。他のよりしろに比べるとかなりおしゃべり。,むむむ,ででででたー,たぬきじゃない
1229,[焔王]ナタル,5,火,うなる拳が真っ直ぐに、其れかつ正鵠さながらに森の獣の腹を討つ。これで九十九体目。ナタルはまたも力尽くで己の可愛い子分を得た。いまやこの森で彼女に敵う獣は居ない。否、彼女はそもそも敗け知らずゆえ、元より何れも敵いはしない。１７年。かつて負った、命に至るほどの傷も今は癒え、しかし記憶は戻らぬまま、ナタルは明るく元気に過ごしてきた。己が何たる者なのか、或いは己が老いぬ理由、 そしてあの日、なにゆえ森に倒れていたのか。それら全てを心奥に閉じ。,いざ尋常に勝負デス！,この一撃にかけるデス！,こっちは準備万端デス！！
1230,[火焔王]ナタル,6,火,墓前にて、ナタルは目を閉じ手を合わせる。過ぎゆく時を思えばこそ、道はそれでも続いてゆく。彼女の傷と心を癒やし、そののちこの地を去った医者は、かつて静かにそう言った。いずれこの日が来ることを、まるで知ってもいたかのように。目を開き、墓前に背を向け歩き出す。森の奥から百にも及ぶ子分たちが、その背を静かに見送っている。今、初めて自分の足だけで、彼女は己の道をゆく。かつて居た、二人の姉のその笑顔に、想いを馳せて生きてゆく。,勝負に遠慮は無用デス！,これが私の生きる道デス！,さぁ、本気でいくデスよ！
1231,[まじん]テラ,5,闇,あてもなく、 放浪の旅を続けるテラ。そんな彼女の前には今日も、数多の「挑戦者」たちが立つ。多くは身の程知らずであるが、中には身程を十分に知り、それでも挑み、来る者もいる。しかしそれらの区別も無く、一切合切ねじ伏せるゆえ、それが更なる呼び水となり彼女に挑むものは後を絶たない。そうして永い時の果て、いつしか彼女は「西」にも「東」にも、或いは「バベル」にすら狙われる、三重苦を背負う羽目となった。,さぁ……耐えられるかな,お前はどこまでいけるんだ？
1232,[魔人]テラ,6,闇,バベルの「使い」は存外早い。元より逃げ果せる気も無いには無いが、それでもせめて酒ぐらいは呑む間を与えて貰いたかったというのが、テラの本音であった。しかし、それも束の間、喉の渇きはやがて止まる。今眼前に立ちはだかった、双刃を繰る戦女神。其れが果たして如何なる技を持ち、己の足を止めるのか。技量を見定め、量るほどに、心の渇きは加速する。即ち魔人は、下品極まり舌をなめずる。,さぁ……何分持つかな,その眼に俺を刻んでやるよ,準備は良いか？
1233,[魔神]テラ,6,闇,「人」かそれとも「神」の類いか。或いは何れのそれとも異なるモノか。テラの出自は自身すら知らず、初めから、既に体と智慧たちが、備わり彼女は彼女であった。そもそもとして心核が、魔導の石の其れであるゆえ、自然に産み堕とされた者では無い。だが無論、出自など、そんな過去などはどうでも良い。 この星に、己を越えし技を持つ者があと如何ほどの数、遺されているのか。それのみが、旅を続ける魔神の足を、ゆっくりと、しかし確かに動かし続ける。,さぁ……何秒持つかな,そこから先はお前じゃ無理だ,悪いがここまでだ
1234,[封絶使徒]ララ,6,光,ララは誰でも構わなかった。男であろうと、女であろうと、獣であろうと、蟲であろうと、誰であれ、己の全てを受け止める者であれば、一切、誰でも構わなかった。望んだものは単純至極。しかしそれでも、それを得るべく取った仕業は、バベルに住みし神々の、触れてはならぬ怒りを買った。ゆえに彼女は名を奪をれ、枷をはめられ牢へと堕ちる。其処は暗く、魂までもが凍る底。しかし果たしてその場所で、ララは己の望みを叶え得る、汚れた血を持つ使徒と出会う。,壊しちまったらごめんな！,油断してると殺っちまうぜ？
1235,[封印使徒]リリ,5,光,リリの其れは、或いは怠惰と呼ぶには程遠いものであった。確かに彼女は眠っている。しかし眠りが必ずしも、その行いを止めるとは言い難い。或る朝リリが目覚めた時、彼女の周りに在ったのは、数多に及ぶ使徒の骸。無論まつわる記憶は無く、ゆえにバベルの神々は、ただただ単にその仕業のみを、恐れ、或いは糾弾した。そして彼女は名を奪われ、枷をはめられ牢へと堕ちる。再び光を見る刻まで、即ちリリは初めての、真に安らか足り得る眠りを、手に入れ夢へと堕ちていった。,……いい……どきょう,……もう……ねたい
1236,[封鎖使徒]ルル,4,光,ルルは何処へもゆく事が出来ない。なぜなら彼女は道を失くした。その身に持った「魂」が、歪に欠けた人形になど、最早バベルのいかなる神も、救いの手など差し伸べない。何れの先へも引かれぬ線。使徒であり、しかし使徒にはなり得ぬ彼女はついに、言葉も話さぬ依代と化した。やがて廃棄が決まった彼女は名を奪われ、枷をはめられ牢へと堕ちる。常闇の中、壊れた心はしかし願う。願わくば、二度と醜き己の姿に、光が当たら無きようにと。,お姉たちには任せてらんない,さ、無駄なく効率的にっと！
1237,帝国機兵・朱,3,火,目に映るのは、鞭にて打たれ続ける少女。果たして何かの拷問だろうか。視界を覆う投影機は、強制的にその映像を、延々視覚にねじ込み続ける。目を閉じることを許されず、耳塞ぐことも出来はしない。しかしもはや、鞭打つ音にも、或いは悲鳴も、はたまた削がれ落ちる肉にも、心は怯えも震えもしない。ゆえに彼女はただ尽くす為、その光景を見据え、聞きつつ、有象無象の戦場を踏む。,我が力は帝国の為に！,戦闘開始ッ！,私と共に……ここで尽きろ
1238,帝国機兵・蒼,3,水,目に映るのは、水面に顔をうずめる少女。果たして何かの拷問だろうか。視界を覆う投影機は、強制的にその映像を、延々視覚にねじ込み続ける。目を閉じることを許されず、耳塞ぐことも出来はしない。しかしもはや、胃液混じりに吐かれた水も、或いは嗚咽も、はたまた溺れる呼吸の音にも、心は怯えも震えもしない。ゆえに彼女はただ尽くす為、その光景を見据え、聞きつつ、有象無象の戦場を踏む。,我が力は帝国の為に！,攻撃開始ッ！,私と共に……ここで果てろ
1239,帝国機兵・輝,3,光,目に映るのは、衣服を剥がれ砂漠に立つ少女。果たして何かの拷問だろうか。視界を覆う投影機は、強制的にその映像を、延々視覚にねじ込み続ける。目を閉じることを許されず、耳塞ぐことも出来はしない。しかしもはや、陽が灼く肌の熱き痛みも、或いは渇きも、はたまた鳥に喰われた目の痛みにも、心は怯えも震えもしない。ゆえに彼女はただ尽くす為、その光景を見据え、聞きつつ、有象無象の戦場を踏む。,我が力は帝国の為に！,処分開始ッ！,私と共に……ここで消えろ
1240,帝国機兵・影,3,闇,目に映るのは、函に閉じ込められた少女。果たして何かの拷問だろうか。視界を覆う投影機は、強制的にその映像を、延々視覚にねじ込み続ける。目を閉じることを許されず、耳塞ぐことも出来はしない。しかしもはや、函崩すために剥がれた爪も、或いは唸りも、はたまた歪に強張る骨格にも、心は怯えも震えもしない。ゆえに彼女はただ尽くす為、その光景を見据え、聞きつつ、有象無象の戦場を踏む。,我が力は帝国の為に！,突撃開始ッ！,私と共に……ここで死ね
1241,帝国機兵・灰,3,無,目に映るのは、数多の死臭に囲まれた少女。果たして何かの拷問だろうか。視界を覆う投影機は、強制的にその映像を、延々視覚にねじ込み続ける。目を閉じることを許されず、耳塞ぐことも出来はしない。しかしもはや、転がる家族の腐った骸も、或いは飢えも、はたまた口に広がる死臭にも、心は怯えも震えもしない。ゆえに彼女はただ尽くす為、その光景を見据え、聞きつつ、有象無象の戦場を踏む。,我が力は帝国の為に！,抹消開始ッ！,私と共に……ここで逝け
1242,？？？,5,闇,心の底から「混浴秘湯」を探し求める謎の人物。<br class="spacer">その正体は謎に包まれている。,さ、小手調べじゃ,千年早いわ、若造め,さぁて良い子は寝る時間じゃ
1243,[帝刻王]クロノ,6,闇,この物語はまだ記されていない。,眠れ、永遠に,救いを、お前に,止める、全てを
1244,リュカ,4,水,足、手に力は微塵も入らず、泥に塗れた地面を這う。息が上がる、傷が広がる。元より無謀は承知であった。しかし其処から、或いは奴らの「実験」から、逃れなければ命は尽きる。ゆえに仲間と結託し其処からリュカは脱走した。だが道中、一人二人と仲間たちは、己を喰らうようにして、姿を歪に変えていく。そして人とも竜ともつかぬ其れは、やがてリュカの腹を裂いた。覚悟など、幼きその身で出来るはずも無く、しかし突如にまみえたその軍人に、抱かれ初めて安らぎを知った。,チッ……面倒くせぇ,俺がやるから引っ込んでろ,俺の力で潰し切るまでだ
1245,[血壊者]リュカ,5,水,それもリュカの仕事であった。基地内地下。死臭が蔓延るその空間。目の前に立つ、人とも竜ともつかぬ其れ。制御に失敗したその血は、宿主自身を喰い破り、秘めたる異形を表へと曝した。数多、今まで屠ってきた其れ。しかしその行いが、手に馴染むことは決して無い。或いは時が経つと共に、いつかは来たる結末を想い、心は震え締め付けられる。悲しみ、怒り、恐怖、愛。そしてリュカは、かつて仲間で在ったモノの、首を落として血に濡れた。,俺が相手だっつってんだろ,俺がその血に濡れてやる,この血の力でてめぇを止める
1246,[封龍王]リューシュ,6,水,ったく、ツイて無ぇったらありゃしねぇぜ！！せっかくこいつとの同調率も上がってきたってぇのに、ここに来て帝国の科学者ども、途端にビビって封印措置を施しやがった。ようやくこいつも隊長になって、姉貴を救い出せるようになったって時なのによぉ。だから迷わず俺なんて、さっさと切り離しちまえばいいものを。それをこいつ、うだうだうだうだ見捨てねぇだの、相棒だのと。一体てめぇは何様だってんだ。あぁあぁ、こんな具合でこいつの未来は、真っ暗闇さ。,封印、解除……,姉さんの為に……僕は,この手……包帯巻きづらい
1247,サリュ,4,火,「大災厄」は彼女から、家族と、住む街、そして人として生きる道を奪い、生涯消えぬ傷痕を、幼きその身に残していった。当時、齢は僅かに二つ。無論確たる自我も無く、その身は或る地へ連れられる。「帝国」と呼ばれる其処に救いなど無く、最下に位置する貧困街にて、彼女は泥をすすって育っていった。有り余るほどの不幸の連鎖。しかしそれでもその場所には、同じ不幸を背負う子らが、彼女と共に生きていた。泥にまみれた新たな家族。それだけでサリュは十分幸せだった。,行かせはしません!,不幸の連鎖をここで止める,力は力で止めるまでです
1248,[血壊者]サリュ,5,火,或る日、迎えが来た。科学者たちは「傷」持つ子ら、即ちサリュと、彼女の新たな家族を、捕らえ過酷な「実験」を強いた。離れ離れ、再び独りになったサリュ。鞭に打たれ、水を飲み、函に入れられ、砂漠に立たされ、その実験は長きに渡った。そしてあの日。靴が泥、血に塗れるをいとわず、或いは絶する異臭もいとわず。かつて家族で在ったモノに、囲まれ涙を流すサリュの元へと、その軍人は歩み寄る。そして物も言わずに、彼女を抱え、優しく、言葉を囁いた。,消えぬ傷に私は誓う,必ず果たす、隊長の為にッ！,この血をもって貴方を止める
1249,カイロス,6,闇,<span style="color:#FF1493"><strong>[未返還目録]</strong></span><br class="spacer">・月虹龍の生態（下巻）<br class="spacer">・万年筆２３本<br class="spacer">・火打ち石<br class="spacer">・書斎にあった蓄音機<br class="spacer">・別荘※焼失<br class="spacer">・拠点への地図<br class="spacer">・時間,あぁ……また遅刻……かな,すい……ません……先輩……
1250,クロウリー,5,光,[-04:55]これは、偶然かしら。クロウリーが果たした出会い、それは皮肉にも、創られし神と造られし神。それとも、必然かしら。そしてふたりは、九つの鐘が鳴り響くなか、互いの想いをぶつけ合う。なぜ、人は神に祈るのか。なぜ、人は神に願うのか。なぜ、人は神にすがるのか。祈られる、願われる、すがられる苦しみから解放されることを、願って。,左を向け！,神に救いを求めよ！,世界は、完全であるべきよ！
1251,教祖クロウリー,6,光,[-02:33]あなたに、私のなにがわかるのよ。それは、鐘が四つ鳴り響いたとき。神として生まれ、神として育ち、神としてあがめられてきた。だが、教祖はあくまでも、普通の人間だった。では、なにをもって神を神だと定義するのだろうか。その答えが、知りたかった。だが、もう、その必要はなくなった。そう、もうひとりの造られし神との出会いが、その答えに通じたからだった。,右を向け！,神に救いを求めるな！,完全など、存在しない！
1252,ダンテ,5,火,[-12:00]何を企んでいる。ダンテが向けた剣先、そこには異なる方角を見つめる幻奏者の姿が。あなたには、守りたい人がいるのかしら。例えば、家族、恋人、部下、上司。その問いかけに、隠された意味。俺は俺の、使命を果たすまでだ。そんな時、十二の鐘が鳴り響く。勘違いしないで、私が問いかけたのは、あなたじゃないわ。そんなふたりの裏側、存在していたもうひとりの男。ならば、話は早い。終わりを、始めようか。,邪魔だ,消えろ,立ち去れ
1253,炎聖人ダンテ,6,火,[+12:00]俺はさんざん見てきた。貴様のように、力に取り込まれた男を。ダンテを映す瞳は、人の瞳だけではなかった。その力で、何を守ろうしている。ダンテが見つめた瞳は、レンズ越しの瞳だった。覚悟は、出来ているんだな。交わるのは剣と槍、その戦いの果てに、交わされた約束。そして、全ての始まりの鐘の音が、一つだけ鳴り響いたのだった。,地獄を教えてやろう,煉獄を教えてやろう,天国を教えてやろう
1254,タマ,5,無,[-00:11]タマはじっと眺めていた。天高く浮かぶ時計に腰をかけた、悪戯な仮面の神を。狂った時計、散りばめられた偽りの答え。だが、そんな神にはひとつの誤算があった。そう、タマは知っていたのだ。悪戯が好きなのは、仮面の神だけではないことを。がおー。何かを、知らせようとしたその声は、六つの鐘の音に掻き消された。,おー！,おおー！,m(゜□゜m)
1255,狂騒獣タマ,6,無,[+03:22]二つの鐘の音を掻き消すように、叫び声は鳴り響いた。そして、その叫び声が止んだ時、すでに戦いも終わりを迎えていた。なぜ、戦ったのか、なぜ、勝ったのか、それがタマにはわからない。ただ、ひとつだけ、わかっていたことがあった。相手は、油断をしていた。そう、Aのパネルを巡る争いに、ひとつの悪戯を仕掛ける為に。,がおー！,がおがおー！,m(゜□゜m)m(゜□゜m)
1256,A,6,無,空に浮かぶは歪に巨大な時計の塔。そこより「A」が見下ろすのは、全てが敗れ血に濡れた世界。戦いに次ぐ戦いは、もはや何れも生かしはせず、この世界をひとつの「答え」へと導いた。果たしてどこで道を間違い、そして開くべき扉を誤ったのか。問いに答える者も無く、やがて背にした時計の針が「0」を示して世界は閉じた。,選んで、どちらかを,それが、世界の答えさ,これがAの意志だ
1257,[花憐王]いすず,5,火,ワノクニの都「大和」。その中心の「始聖宮」より山越え、谷越え遥か北方。其処に、神棲む社が孤独に佇む。神とは言えど其れは忌み神。その忌まれる神を護るのが、いすずにとっての天命であった。赤子の時分、雪降る冬の或る朝に、社の前へと捨てられていたいすずは、神に拾われ育てられた。その恩義に報いるため、炊事、洗濯、門前払いまで、何から何まで身を粉にして、朝から晩まで尽くしている。妾にするに十二分。かように神も太鼓を押すが、そもそもいすずは男である。,ここは私にお任せください！,お天道様に祈るがいい！,この引き金は主の為に！
1258,[華憐王]いすず,6,火,主が帝と道を分かち早三年が経とうとしている。元より主が山を降りるは年に数度の事であったが、帝への謁見が禁じられてからは社の庭から外にすら足を向けてはいなかった。同時に以来「始聖宮」より来たる使いが社の鳥居をくぐる事も無い。完璧な断絶。それが彼らの自衛の策。しかし今、久方ぶりのその使い、即ち「八刀」カグヤの君は、かような取り決めおかまい無しに、猫のような笑みをたたえ、軽やかに、かつ優艶に、千ほど連なる鳥居を足音も無くくぐり抜けて来た。,主の敵を射抜き、滅する！,咲かせてみせます火の魂！,この銃身、焦がれるまで！
1259,[影風王]フウマ,5,闇,ワノクニ最後の忍の末裔。遥か昔に存在した「零」と呼ばれる伝説の抜け忍に憧れ、己の生もかくあるべきと、幼き頃にそう定めた。以来、常にその気を伺っていたが、結局その気は訪れぬまま、世は太平となり、里は解散、フウマは職を失う羽目となった。さてそうなれば、生き様などは二の次であり、明日の食い扶持を探さねばならない。しかしフウマは元忍。内気ゆえ、人前に出る事など出来ず、大和一、大きな館の屋根上にて途方に暮れていた所、その背に女子の声が掛かった。,心頭滅却……人世厳しく……,無職宿無……即ち窮地,貧兵闘者皆陣列前行！
1260,[影鋼王]フウマ,6,闇,「零」は抜け忍だったゆえ、その名はいずれの歴史にも一節すらも刻まれていない。しかしフウマが伝え聞く彼は、たった一人の女子の為に、里を抜け災厄を払い、最後は一人土へと還った。かように己も生を遂げる。幼き頃に抱いた夢は「八刀」となった今もフウマの心に火を灯し続ける。まして生涯を掛け護るべき者を定めたのなら、その火は尚更燃え上がる。つまりはあの日、職無き己を救ってくれた火銃遣いの女子の事を、日夜を問わず気付かれず、かつ話す事無く見守り続ける。,心頭滅却……恋また涼し……,華憐必中……我が忍道,恋兵闘者皆陣列在前！
1261,[冒険王]ジルル,5,光,<span style="color:#FF1493"><strong>「上巻・目次」</strong></span><br class="spacer">序　文・出会いと、「鍵」と　　　　　　　<br class="spacer">第一章・古代兵器「θ」　　　　　　　　　 <br class="spacer">第二章・「聖杯」の在処　　　　　　　　　<br class="spacer">第三章・忌まれる骸の失楽園「ヴァザール」<br class="spacer">第四章・三種の「魔眼」　　　　　　　　　<br class="spacer">第五章・「バビロディアス」で眠る秘呪　　<br class="spacer">第六章・三つの「大地」と、二つの「世界」<br class="spacer">第七章・「王都」にて　　　　　　　　　　<br class="spacer">幕　間・そして、続く「道」　　　　　　　,さあ、冒険を始めようか,道が無ければ作ればいいのさ,僕にだって切り札はあるさ
1262,[望険王]ジルル,6,光,<span style="color:#FF1493"><strong>「序文」</strong></span><br class="spacer">その日も遺跡を巡っていると、ふと足元から竜のような、か細い鳴き声が聞こえて来た。歩き慣れた遺跡だったが、階下の存在を認めた事は無い。不思議に思った僕だったが、声に導かれ探ると、なんと隠し階段を発見した。其処でこの鍵と共に、怪我をしたこいつを見つけたというわけだ。その時はまさか、あんな大冒険が始まるとは思っていなかったけれど。おっと挨拶が遅れた。ボクの名前はジルル・ジョーンズ。しがない冒険家さ。,次の冒険が僕を待ってるんだ,険しく無けりゃ人生じゃない,負けてないなら勝ちゃいいさ
1263,[喋剣王]アルス,5,光,奇妙極まる「喋る剣」と共に、数多のドラゴンを狩り続ける青年。その身は騎士の風貌なれど、王都に存在する騎士団とは別の組織「聖令協会」に属しており、彼は適宜下されるその協会からの命により世界各地を巡っている。ゆえに無論、戦闘技術に秀でるが、些か注意散漫なる癖があり、そのたび「剣」に救われては、口やかましく嗜められている。それを笑って聞き受ける青年。しかしこれほど空虚な笑いも無いと、五月蝿く小言を言いながら、彼の未来を「剣」は案じる。,あっごめん考え事してた,生かすも逃がすも君の自由だ,君の力は口だけじゃ無いよね
1264,[聖剣王]アルス,6,光,火の手が上がり、黒き煙が空へと昇る。やがて虚ろな目でこちらを見る、その幼子の小さな手が、自身を掴み、地から抜いた。或いはそれは「剣」にとって、数千年も続けて来た契約行為に他ならない。ゆえに此度も喰らうべく、その幼子の心を探る。しかし、いくら立ち入り、踏み入ろうとも、その器には心が無かった。そしてその日、つまりは「大災厄」のその刻より、かつて「聖なる剣」と呼ばれた其れは、心を喰らう契約を成せず、己の真なる見姿を、この世に晒し続けている。,おっとごめん余所見してた,殺すも喰らうも君の自由だ,さ、君も少しは働かないとね
1265,[練魂王]メリッサ,5,水,そして土砂降りの雨の中、彼女は死にかけの「其れ」を見つけた。黒い液体、または気体。或いはまるで影のように捉えどころの無い「其れ」は、かつて彼女が飼っていた黒猫のようにも見えた。ともあれこのまま放っておけば恐らく「其れ」の命は尽きる。二人の友を喪くした失意か、それともただの気まぐれか。いずれにせよ彼女は己の魂そのものを対価とし「其れ」の命を自らが持つフラスコの中へと繋ぎ留めた。こうして彼女とフラスコに棲む「黒猫」との奇妙な同居が始まった。,私には……もう……,それでもまだ……救えるなら,対価は……もう払った
1266,[魂喰王]メリッサ,6,水,メリッサは、錬金術を研究する学士である。いまだ、悪魔の用いる業として多くの人々に忌み嫌われる錬金術を、論理的に解明する事で、逆に世界の希望足り得る技へ、昇華させるという夢を持っていた。しかし素質か、或いは気質か、彼女が錬金術にて生み出すモノは、近頃どこかが歪となる。それはまるで、この世に在らざるべき形。傍らでは、彼女のフラスコに棲み着いた黒猫が、まるで本物の猫のような、しかしそれでいてどこか歪で奇妙な笑い声を、高く小さく上げていた。,にゃはは……失敗しちゃった,この力は、いつか人を救う,今度は失敗しませんように！
